,dien_tich,huong_ban_cong,phong_ngu,id_thanh_pho,ten_thanh_pho,id_quan,ten_quan,so_tang,mat_tien,noi_that,huong_nha,so_do,lat,long,gia,gia_m2,du_an,project_name,id_duong,ten_duong,do_rong_duong,do_rong_duong_ml,id_phuong,ten_phuong
5443,37.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.068562,105.7101796,1930.0,51.46666666666667,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5444,101.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,8.0,,,,21.0153472,105.7238489,2200.0,21.782178217821784,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,4.0,Ngõ 1 ô tô,,
5445,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0776081,105.6911121,,,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5446,40.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.4,,Tây Nam,,20.9659027,105.7219027,1100.0,26.96078431372549,,,5e958eef208d0d6d76490e83,Phố Đồng Nhân,,,5e5501cceb80a7245175e25b,Xã Đông La
5447,2600.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,20.0,,,,21.0069509,105.6982997,3900.0,1.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5448,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,Sổ hồng,21.0349167,105.7295556,2600.0,66.66666666666667,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5449,57.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,Sổ đỏ.,21.0109475,105.7209091,1190.0,20.87719298245614,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
5450,40.0,,3.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,4.0,6.0,,Đông,Sổ đỏ.,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5451,53.1,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Nam,Tất cả đều đã có sổ đỏ.,21.0349167,105.7295556,3663.9,69.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5452,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Đầy đủ giấy tờ.,21.0255726,105.71363,2250.0,45.0,,,5e958eef208d0d6d76490e51,Đường Đồng Lầu,,,5e5501cceb80a7245175e254,Xã Lại Yên
5453,41.2,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.3,,,Sổ đỏ,21.0279052,105.7263152,1771.6,38.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5454,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.33,,Bắc,,21.0349167,105.7295556,3100.0,77.5,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5455,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông,,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5456,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông-Nam,Đã có sổ đỏ.,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5457,60.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,6.0,,,Có sổ.,21.0138269,105.6911121,3360.0,56.0,,,5e958eef208d0d6d76490e48,Đường 422A,,,5e5501cceb80a7245175e256,Xã Song Phương
5458,168.0,Nam,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,8.2,,Nam,Đã có sổ.,21.0713955,105.6942212,5500.0,32.73809523809524,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5459,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Nam,Đã có sổ,21.0091805,105.7221895,3500.0,70.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5460,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Đã có sổ,21.0664601,105.7138337,1285.0,32.94871794871795,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24d,Xã Đức Giang
5461,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ hồng/ Sổ đỏ,21.0390832,105.7271124,80.0,1.666666666666666,,,5e958eef208d0d6d76490e73,Đường Tỉnh lộ 422B,,,5e5501cceb80a7245175e252,Xã Vân Canh
5462,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0390832,105.7271124,75.0,1.5625,,,5e958eef208d0d6d76490e73,Đường Tỉnh lộ 422B,,Ngõ 1 ô tô,5e5501cceb80a7245175e252,Xã Vân Canh
5463,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,Bắc,Đã có sổ,20.9654113,105.721594,1050.0,26.25,,,,,,,5e5501cceb80a7245175e25b,Xã Đông La
5464,102.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Đã có sổ,20.9917365,105.6793792,1650.0,16.176470588235293,,,,,,,5e5501cceb80a7245175e259,Xã Vân Côn
5465,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Có sổ.,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5466,38.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Sổ đỏ.,21.0349167,105.7295556,,39.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5467,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,,Sổ đỏ,21.0623667,105.7209301,1440.0,40.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5468,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0472746,105.7124373,1501.5,38.5,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5469,34.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0623667,105.7209301,1518.0,44.0,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5470,56.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.65,,,Giấy chứng nhận quyền sử dụng đất.,21.0623667,105.7209301,3503.0,62.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5471,56.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5472,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Nam,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5473,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,Sổ đỏ đất thổ cư.,21.0765945,105.6954795,1200.0,34.42622950819672,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5474,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0623667,105.7209301,1755.0,39.0,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5475,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5476,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.8,,Tây Bắc,,21.0109475,105.7209091,1056.0,22.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
5477,686.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,8.0,,,,21.0069509,105.6982997,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5478,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông Nam,,21.0060607,105.6928443,1890.0,35.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e256,Xã Song Phương
5479,61.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Tây Nam,Có sổ.,21.0069509,105.6982997,1390.5,22.5,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5480,65.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.8,,Đông Nam,,21.0109475,105.7209091,1755.0,27.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5481,41.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây Bắc,,21.0069509,105.6982997,860.0,20.97560975609756,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5482,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,,,20.9895318,105.7028457,,,,,,,,,5e5501cceb80a7245175e258,Xã An Thượng
5483,44.5,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,Đông,,21.010581,105.711003,2047.0,46.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5484,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.83,,Bắc,,21.0109475,105.7209091,1056.0,22.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
5485,38.0,,4.0,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0468328,105.6769947,1710.0,39.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5486,39.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,"Sổ đỏ, đất thổ cư thời hạn sử dụng lâu dài.",21.0765945,105.6954795,1300.0,24.0,,,5e958eef208d0d6d76490e6e,Đường Quốc lộ 32,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5487,63.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,421.0,,,,21.0237665,105.7087128,,,,,,,,,5e5501cceb80a7245175e254,Xã Lại Yên
5488,63.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,Đông Nam,Đã có sổ đỏ.,21.0392266,105.6676471,20.0,0.314465408805031,,,5e958eef208d0d6d76490e57,Đường Liên Xã,,,5e5501cceb80a7245175e250,Xã Yên Sở
5489,54.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,42.0,,,Sổ đỏ chính chủ,20.9994708,105.7204476,1674.0,31.0,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5490,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.068562,105.7101796,2080.0,52.0,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5491,46.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,365.0,,Bắc,Có sổ đỏ,21.0084102,105.7032732,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,,
5492,48.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.1,,Đông Nam,,21.0347867,105.7293465,3464.8,70.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5493,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,Đông,,20.9994708,105.7204476,3200.0,71.11111111111111,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5494,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Đông Bắc,Sổ đỏ chính chủ,20.9994708,105.7204476,,,,,,,,,5e5501cceb80a7245175e257,Xã An Khánh
5495,4.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0243168,105.6988892,,,,,,,,,,
5496,46.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,Tây Bắc,,20.9895318,105.7028457,1219.0,35.0,,,,,,,5e5501cceb80a7245175e258,Xã An Thượng
5497,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,,,21.033149,105.7321831,7400.0,148.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,60.0,Ngõ 4 ô tô trở lên,5e5501cceb80a7245175e252,Xã Vân Canh
5498,240.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,12.0,,Đông Bắc,Đã có Sổ hồng,21.0109475,105.7209091,1200.0,5.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e259,Xã Vân Côn
5499,62.7,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.47,,Bắc,sổ đỏ lâu dài,21.0461338,105.7193437,49.0,0.781499202551834,,,,,,,5e5501cceb80a7245175e24c,Xã Di Trạch
5500,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.068562,105.7101796,,,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5501,200.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.5,,Đông Nam,Sổ đỏ.,21.0776081,105.6911121,,34.44444444444444,,,5e958eef208d0d6d76490e57,Đường Liên Xã,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5502,34.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.046958,105.7087128,1462.0,43.0,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5503,40.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Tây-Bắc,"Sổ hồng, hỗ trợ vay ngân hàng 70%.",20.9882591,105.716694,,,,,5e958eef208d0d6d76490e70,Đường Quốc lộ 72,,,5e5501cceb80a7245175e258,Xã An Thượng
5504,80.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Nam,Sổ đỏ cất két sẵn sàng giao dịch.,21.0713955,105.6942212,1950.0,24.375,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5505,72.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Đông-Bắc,,21.0623667,105.7209301,4250.0,59.02777777777778,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24f,Xã Kim Chung
5506,47.6,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.83,,Tây-Bắc,Đã có sổ hồng.,21.0069509,105.6982997,1856.4,39.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e258,Xã An Thượng
5507,75.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,Đã có sổ,20.9704838,105.7204476,40.0,0.533333333333333,,,5e958eef208d0d6d76490e53,Đường La Tinh,,,5e5501cceb80a7245175e25b,Xã Đông La
5508,99.8,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.068562,105.7101796,7600.0,76.15230460921843,,,,,,,5e5501cceb80a7245175e248,Thị trấn Trạm Trôi
5509,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.16,,Nam,Sổ đỏ.,21.0349167,105.7295556,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5510,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Nam,Sổ đỏ.,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5511,48.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.8,,Đông,Sổ đỏ.,21.0335931,105.7274551,3456.0,72.0,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5512,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.16,,Nam,Đã có sổ đỏ.,21.0468328,105.6769947,3500.0,70.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5513,52.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.3,,,,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5514,51.4,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.28,,Nam,Sổ đỏ.,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5515,51.0,Nam,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Nam,Đã có sổ đỏ.,21.0468328,105.6769947,3621.0,71.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5516,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Đông Nam,Sổ đỏ.,21.0349167,105.7295556,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5517,82.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,17.0,,Tây Bắc,Sổ đỏ.,21.0468328,105.6769947,13530.0,165.0,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5518,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Đông Nam,Sổ đỏ.,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5519,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.16,,Nam,Đã có sổ.,21.0468328,105.6769947,,,,,5e958eef208d0d6d76490e47,Đường 422,,,5e5501cceb80a7245175e252,Xã Vân Canh
5520,36.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,3.6,,Đông Nam,Sổ đỏ.,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5521,50.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Nam,Sổ đỏ.,21.0335931,105.7274551,,,,,5e958eef208d0d6d76490e4c,Đường 70,,,5e5501cceb80a7245175e252,Xã Vân Canh
5522,31.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,,Đã có sổ đỏ,21.0776081,105.6911121,999.0,32.225806451612904,,,,,,,5e5501cceb80a7245175e249,Xã Đức Thượng
5523,48.2,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông,Đã có sổ.,21.0279052,105.7263152,3518.6000000000004,73.0,,,5e958eef208d0d6d76490e79,Đường Vành Đai 3.5,,,5e5501cceb80a7245175e252,Xã Vân Canh
5524,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.0,,Đông,,21.0109475,105.7209091,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5525,51.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.08,,,,21.033149,105.7321831,7497.0,147.0,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,60.0,Ngõ 4 ô tô trở lên,5e5501cceb80a7245175e252,Xã Vân Canh
5526,350.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,đã có sổ đỏ,21.0816749,105.6767853,,,,,5e958eef208d0d6d76490e46,Đường 32,,,5e5501cceb80a7245175e24a,Xã Minh Khai
5527,6.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0109475,105.7209091,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5528,53.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,4.2,,Tây,Sổ đỏ,21.0279052,105.7263152,,,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5529,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,5.0,,Bắc,,21.0109475,105.7209091,3600.0,80.0,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5530,,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0109475,105.7209091,,,,,5e958eef208d0d6d76490e50,Đường Đại lộ Thăng Long,,,5e5501cceb80a7245175e257,Xã An Khánh
5531,350.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,2.5,Ngõ 1 ô tô,,
5532,38.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0695919,105.703447,,,,,5e958eef208d0d6d76490e46,Đường 32,3.0,Ngõ 1 ô tô,,
5533,65.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.0695919,105.703447,2925.0,45.0,,,5e958eef208d0d6d76490e46,Đường 32,,,,
5534,66.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.033149,105.7321831,3450.0,52.27272727272727,,,5e958eef208d0d6d76490e7b,Đường Vân Canh,,,5e5501cceb80a7245175e252,Xã Vân Canh
5535,45.0,,,5e5501caeb80a7245175dddb,Thành phố Hà Nội,5e5501caeb80a7245175de20,Huyện Hoài Đức,,,,,,21.046958,105.7087128,1665.0,37.0,,,,,,,5e5501cceb80a7245175e24f,Xã Kim Chung
